,subject,total_freq,mellon_total_occ,packard_total_occ,gates_total_occ,osf_total_occ,rwj_total_occ,hewlett_total_occ,ford_total_occ,mellon_pct_of_pubs,packard_pct_of_pubs,gates_pct_of_pubs,osf_pct_of_pubs,rwj_pct_of_pubs,hewlett_pct_of_pubs,ford_pct_of_pubs
153,Mathematics,232,5,211,3,1,0,1,11,0.0017525411847178409,0.02626011200995644,0.0001171829225420882,0.0009523809523809524,0.0,0.0009643201542912247,0.004747518342684506
154,Veterinary Sciences,170,1,6,147,0,5,0,11,0.0003505082369435682,0.00074673304293715,0.005741963204562322,0.0,0.000546448087431694,0.0,0.004747518342684506
155,"Medicine, Legal",101,3,0,4,6,86,0,2,0.0010515247108307045,0.0,0.00015624389672278427,0.005714285714285714,0.009398907103825137,0.0,0.0008631851532153647
156,Substance Abuse,393,3,9,58,43,258,8,14,0.0010515247108307045,0.001120099564405725,0.002265536502480372,0.040952380952380955,0.02819672131147541,0.007714561234329798,0.006042296072507553
157,"Chemistry, Physical",609,15,349,180,9,2,1,53,0.005257623554153523,0.04343497199751089,0.007030975352525292,0.008571428571428572,0.0002185792349726776,0.0009643201542912247,0.022874406560207165
158,"Psychology, Applied",43,1,0,10,1,25,0,6,0.0003505082369435682,0.0,0.0003906097418069607,0.0009523809523809524,0.00273224043715847,0.0,0.002589555459646094
159,"Psychology, Social",83,6,0,10,7,36,6,18,0.002103049421661409,0.0,0.0003906097418069607,0.006666666666666667,0.003934426229508197,0.0057859209257473485,0.007768666378938282
160,Energy & Fuels,188,6,18,112,3,4,23,22,0.002103049421661409,0.00224019912881145,0.00437482910823796,0.002857142857142857,0.0004371584699453552,0.022179363548698167,0.009495036685369012
161,"Business, Finance",37,1,2,10,2,9,4,9,0.0003505082369435682,0.0002489110143123833,0.0003906097418069607,0.0019047619047619048,0.0009836065573770492,0.003857280617164899,0.003884333189469141
162,"Materials Science, Ceramics",4,3,0,0,0,0,0,1,0.0010515247108307045,0.0,0.0,0.0,0.0,0.0,0.00043159257660768235
163,"Psychology, Psychoanalysis",1,1,0,0,0,0,0,0,0.0003505082369435682,0.0,0.0,0.0,0.0,0.0,0.0
164,Medical Ethics,72,2,0,9,8,51,1,1,0.0007010164738871364,0.0,0.0003515487676262646,0.007619047619047619,0.005573770491803279,0.0009643201542912247,0.00043159257660768235
165,Parasitology,2069,3,38,2004,1,6,2,15,0.0010515247108307045,0.0047293092719352834,0.07827819225811491,0.0009523809523809524,0.0006557377049180328,0.0019286403085824494,0.006473888649115235
166,Tropical Medicine,2281,4,8,2234,3,9,7,16,0.0014020329477742728,0.0009956440572495332,0.08726221631967501,0.002857142857142857,0.0009836065573770492,0.006750241080038573,0.0069054812257229176
167,"Medicine, Research & Experimental",1374,3,54,1224,8,66,7,12,0.0010515247108307045,0.00672059738643435,0.04781063239717199,0.007619047619047619,0.007213114754098361,0.006750241080038573,0.005179110919292188
168,Pediatrics,1451,6,110,743,10,525,27,30,0.002103049421661409,0.013690105787181083,0.029022303816257176,0.009523809523809525,0.05737704918032787,0.026036644165863067,0.01294777729823047
169,"Psychology, Developmental",373,5,45,109,8,145,13,48,0.0017525411847178409,0.005600497822028625,0.004257646185695871,0.007619047619047619,0.015846994535519125,0.01253616200578592,0.020716443677168753
170,Operations Research & Management Science,30,2,5,10,3,7,0,3,0.0007010164738871364,0.0006222775357809583,0.0003906097418069607,0.002857142857142857,0.0007650273224043716,0.0,0.001294777729823047
171,Mineralogy,30,5,20,2,0,0,0,3,0.0017525411847178409,0.002489110143123833,7.812194836139214e-05,0.0,0.0,0.0,0.001294777729823047
172,Public Administration,51,1,2,13,10,14,5,6,0.0003505082369435682,0.0002489110143123833,0.0005077926643490488,0.009523809523809525,0.0015300546448087432,0.0048216007714561235,0.002589555459646094
173,"Mathematics, Applied",125,4,103,6,6,1,1,4,0.0014020329477742728,0.012818917237087741,0.0002343658450841764,0.005714285714285714,0.0001092896174863388,0.0009643201542912247,0.0017263703064307294
174,Metallurgy & Metallurgical Engineering,8,2,1,2,0,2,0,1,0.0007010164738871364,0.00012445550715619165,7.812194836139214e-05,0.0,0.0002185792349726776,0.0,0.00043159257660768235
175,Mining & Mineral Processing,4,2,0,1,0,0,0,1,0.0007010164738871364,0.0,3.906097418069607e-05,0.0,0.0,0.0,0.00043159257660768235
176,Geology,53,10,42,0,0,0,0,1,0.0035050823694356818,0.005227131300560049,0.0,0.0,0.0,0.0,0.00043159257660768235
177,Entomology,156,9,7,130,0,2,0,8,0.0031545741324921135,0.0008711885500933416,0.005077926643490488,0.0,0.0002185792349726776,0.0,0.0034527406128614588
178,"Social Sciences, Mathematical Methods",67,5,0,32,16,11,0,3,0.0017525411847178409,0.0,0.0012499511737822742,0.015238095238095238,0.0012021857923497268,0.0,0.001294777729823047
179,Anatomy & Morphology,16,1,8,5,0,1,0,1,0.0003505082369435682,0.0009956440572495332,0.00019530487090348034,0.0,0.0001092896174863388,0.0,0.00043159257660768235
180,"Engineering, Ocean",30,1,29,0,0,0,0,0,0.0003505082369435682,0.0036092097075295583,0.0,0.0,0.0,0.0,0.0
181,Mycology,28,5,1,15,0,1,0,6,0.0017525411847178409,0.00012445550715619165,0.000585914612710441,0.0,0.0001092896174863388,0.0,0.002589555459646094
182,Astronomy & Astrophysics,1239,2,1150,12,15,0,4,56,0.0007010164738871364,0.1431238332296204,0.0004687316901683528,0.014285714285714285,0.0,0.003857280617164899,0.02416918429003021
183,Quantum Science & Technology,40,1,35,1,0,0,0,3,0.0003505082369435682,0.0043559427504667085,3.906097418069607e-05,0.0,0.0,0.0,0.001294777729823047
184,"Physics, Particles & Fields",214,2,169,6,8,0,1,28,0.0007010164738871364,0.021032980709396392,0.0002343658450841764,0.007619047619047619,0.0,0.0009643201542912247,0.012084592145015106
185,"Physics, Atomic, Molecular & Chemical",253,9,221,17,0,0,0,6,0.0031545741324921135,0.027504667081518358,0.0006640365610718331,0.0,0.0,0.0,0.002589555459646094
186,Crystallography,22,4,6,11,0,0,0,1,0.0014020329477742728,0.00074673304293715,0.00042967071598765675,0.0,0.0,0.0,0.00043159257660768235
187,Obstetrics & Gynecology,1021,3,68,642,9,202,68,29,0.0010515247108307045,0.008462974486621033,0.025077145424006873,0.008571428571428572,0.022076502732240436,0.06557377049180328,0.012516184721622789
188,Oncology,377,1,25,138,13,187,0,13,0.0003505082369435682,0.0031113876789047915,0.005390414436936057,0.012380952380952381,0.020437158469945354,0.0,0.0056107034958998705
189,Endocrinology & Metabolism,301,2,20,90,2,172,0,15,0.0007010164738871364,0.002489110143123833,0.003515487676262646,0.0019047619047619048,0.018797814207650275,0.0,0.006473888649115235
190,Biotechnology & Applied Microbiology,744,5,83,606,9,21,2,18,0.0017525411847178409,0.010329807093963908,0.023670950353501818,0.008571428571428572,0.0022950819672131148,0.0019286403085824494,0.007768666378938282
191,"Materials Science, Paper & Wood",6,2,0,1,0,0,0,3,0.0007010164738871364,0.0,3.906097418069607e-05,0.0,0.0,0.0,0.001294777729823047
192,"Physics, Mathematical",60,2,46,8,1,0,1,2,0.0007010164738871364,0.005724953329184816,0.00031248779344556854,0.0009523809523809524,0.0,0.0009643201542912247,0.0008631851532153647
193,Virology,1080,2,38,999,4,17,2,18,0.0007010164738871364,0.0047293092719352834,0.03902191320651537,0.0038095238095238095,0.0018579234972677596,0.0019286403085824494,0.007768666378938282
194,Agricultural Engineering,24,2,0,22,0,0,0,0,0.0007010164738871364,0.0,0.0008593414319753135,0.0,0.0,0.0,0.0
195,"Physics, Fluids & Plasmas",45,1,30,12,0,0,0,2,0.0003505082369435682,0.00373366521468575,0.0004687316901683528,0.0,0.0,0.0,0.0008631851532153647
196,Biochemical Research Methods,624,9,119,454,8,7,2,25,0.0031545741324921135,0.014810205351586808,0.017733682278036015,0.007619047619047619,0.0007650273224043716,0.0019286403085824494,0.01078981441519206
197,"Radiology, Nuclear Medicine & Medical Imaging",145,1,24,70,1,28,0,21,0.0003505082369435682,0.0029869321717486,0.002734268192648725,0.0009523809523809524,0.0030601092896174863,0.0,0.00906344410876133
198,Transplantation,50,1,10,5,1,33,0,0,0.0003505082369435682,0.0012445550715619166,0.00019530487090348034,0.0009523809523809524,0.0036065573770491803,0.0,0.0
199,"Engineering, Civil",54,2,14,15,0,11,4,8,0.0007010164738871364,0.0017423771001866832,0.000585914612710441,0.0,0.0012021857923497268,0.003857280617164899,0.0034527406128614588
200,"Computer Science, Hardware & Architecture",19,1,11,5,1,1,0,0,0.0003505082369435682,0.0013690105787181083,0.00019530487090348034,0.0009523809523809524,0.0001092896174863388,0.0,0.0
201,Rheumatology,47,1,7,25,0,12,0,2,0.0003505082369435682,0.0008711885500933416,0.0009765243545174016,0.0,0.0013114754098360656,0.0,0.0008631851532153647
202,Microscopy,11,1,6,4,0,0,0,0,0.0003505082369435682,0.00074673304293715,0.00015624389672278427,0.0,0.0,0.0,0.0
203,"Physics, Condensed Matter",442,3,356,60,5,1,0,17,0.0010515247108307045,0.04430616054760423,0.002343658450841764,0.004761904761904762,0.0001092896174863388,0.0,0.0073370738023306
204,Nutrition & Dietetics,1184,2,9,797,0,357,7,12,0.0007010164738871364,0.001120099564405725,0.031131596422014764,0.0,0.03901639344262295,0.006750241080038573,0.005179110919292188
205,Rehabilitation,58,3,0,5,8,32,2,8,0.0010515247108307045,0.0,0.00019530487090348034,0.007619047619047619,0.0034972677595628415,0.0019286403085824494,0.0034527406128614588
206,Transportation,44,1,4,3,0,21,10,5,0.0003505082369435682,0.0004978220286247666,0.0001171829225420882,0.0,0.0022950819672131148,0.009643201542912247,0.0021579628830384117
207,Urology & Nephrology,138,1,4,23,2,102,0,6,0.0003505082369435682,0.0004978220286247666,0.0008984024061560095,0.0019047619047619048,0.011147540983606558,0.0,0.002589555459646094
208,"Engineering, Mechanical",21,1,3,6,1,0,0,10,0.0003505082369435682,0.000373366521468575,0.0002343658450841764,0.0009523809523809524,0.0,0.0,0.0043159257660768235
209,"Materials Science, Coatings & Films",18,1,3,13,0,0,0,1,0.0003505082369435682,0.000373366521468575,0.0005077926643490488,0.0,0.0,0.0,0.00043159257660768235
210,Literary Theory & Criticism,3,3,0,0,0,0,0,0,0.0010515247108307045,0.0,0.0,0.0,0.0,0.0,0.0
211,"Agriculture, Multidisciplinary",159,2,8,139,1,0,2,7,0.0007010164738871364,0.0009956440572495332,0.005429475411116753,0.0009523809523809524,0.0,0.0019286403085824494,0.0030211480362537764
212,Dermatology,38,1,3,22,1,8,0,3,0.0003505082369435682,0.000373366521468575,0.0008593414319753135,0.0009523809523809524,0.0008743169398907104,0.0,0.001294777729823047
213,"Engineering, Marine",7,0,7,0,0,0,0,0,0.0,0.0008711885500933416,0.0,0.0,0.0,0.0,0.0
214,Gastroenterology & Hepatology,162,0,14,100,0,48,0,0,0.0,0.0017423771001866832,0.0039060974180696066,0.0,0.005245901639344262,0.0,0.0
215,Cell & Tissue Engineering,44,0,14,16,0,10,0,4,0.0,0.0017423771001866832,0.0006249755868911371,0.0,0.001092896174863388,0.0,0.0017263703064307294
216,"Materials Science, Biomaterials",95,0,27,48,1,3,0,16,0.0,0.003360298693217175,0.0018749267606734113,0.0009523809523809524,0.0003278688524590164,0.0,0.0069054812257229176
217,Biophysics,174,0,54,101,4,3,0,12,0.0,0.00672059738643435,0.003945158392250302,0.0038095238095238095,0.0003278688524590164,0.0,0.005179110919292188
218,"Psychology, Educational",67,0,7,22,3,18,8,9,0.0,0.0008711885500933416,0.0008593414319753135,0.002857142857142857,0.0019672131147540984,0.007714561234329798,0.003884333189469141
219,Critical Care Medicine,187,0,12,86,1,86,0,2,0.0,0.0014934660858743,0.0033592437795398615,0.0009523809523809524,0.009398907103825137,0.0,0.0008631851532153647
220,Transportation Science & Technology,29,0,4,0,1,11,4,9,0.0,0.0004978220286247666,0.0,0.0009523809523809524,0.0012021857923497268,0.003857280617164899,0.003884333189469141
221,Pathology,59,0,5,42,1,11,0,0,0.0,0.0006222775357809583,0.0016405609155892347,0.0009523809523809524,0.0012021857923497268,0.0,0.0
222,Neuroimaging,54,0,20,23,0,6,0,5,0.0,0.002489110143123833,0.0008984024061560095,0.0,0.0006557377049180328,0.0,0.0021579628830384117
223,Agricultural Economics & Policy,168,0,3,131,1,12,7,14,0.0,0.000373366521468575,0.005116987617671185,0.0009523809523809524,0.0013114754098360656,0.006750241080038573,0.006042296072507553
224,Logic,18,0,17,0,0,0,1,0,0.0,0.0021157436216552583,0.0,0.0,0.0,0.0009643201542912247,0.0
225,Anesthesiology,37,0,3,4,0,30,0,0,0.0,0.000373366521468575,0.00015624389672278427,0.0,0.003278688524590164,0.0,0.0
226,Ophthalmology,56,0,4,41,0,5,0,6,0.0,0.0004978220286247666,0.0016014999414085387,0.0,0.000546448087431694,0.0,0.002589555459646094
227,Cardiac & Cardiovascular Systems,333,0,21,43,9,213,45,2,0.0,0.0026135656502800247,0.0016796218897699308,0.008571428571428572,0.023278688524590165,0.04339440694310511,0.0008631851532153647
228,Peripheral Vascular Disease,172,0,12,70,5,72,9,4,0.0,0.0014934660858743,0.002734268192648725,0.004761904761904762,0.007868852459016393,0.008678881388621022,0.0017263703064307294
229,"Physics, Nuclear",11,0,5,0,0,0,0,6,0.0,0.0006222775357809583,0.0,0.0,0.0,0.0,0.002589555459646094
230,Nuclear Science & Technology,5,0,2,0,0,0,0,3,0.0,0.0002489110143123833,0.0,0.0,0.0,0.0,0.001294777729823047
231,Primary Health Care,85,0,1,6,0,74,1,3,0.0,0.00012445550715619165,0.0002343658450841764,0.0,0.008087431693989072,0.0009643201542912247,0.001294777729823047
232,Orthopedics,39,0,2,0,1,32,0,4,0.0,0.0002489110143123833,0.0,0.0009523809523809524,0.0034972677595628415,0.0,0.0017263703064307294
233,Medical Laboratory Technology,22,0,1,15,0,6,0,0,0.0,0.00012445550715619165,0.000585914612710441,0.0,0.0006557377049180328,0.0,0.0
234,"Engineering, Aerospace",3,0,1,1,1,0,0,0,0.0,0.00012445550715619165,3.906097418069607e-05,0.0009523809523809524,0.0,0.0,0.0
235,Construction & Building Technology,17,0,1,8,0,7,1,0,0.0,0.00012445550715619165,0.00031248779344556854,0.0,0.0007650273224043716,0.0009643201542912247,0.0
236,Integrative & Complementary Medicine,14,0,1,5,0,4,1,3,0.0,0.00012445550715619165,0.00019530487090348034,0.0,0.0004371584699453552,0.0009643201542912247,0.001294777729823047
237,Thermodynamics,26,0,2,17,2,0,0,5,0.0,0.0002489110143123833,0.0006640365610718331,0.0019047619047619048,0.0,0.0,0.0021579628830384117
238,"Agriculture, Dairy & Animal Science",61,0,0,57,0,0,1,3,0.0,0.0,0.0022264755282996756,0.0,0.0,0.0009643201542912247,0.001294777729823047
239,Andrology,5,0,0,5,0,0,0,0,0.0,0.0,0.00019530487090348034,0.0,0.0,0.0,0.0
240,"Education, Special",10,0,0,2,3,5,0,0,0.0,0.0,7.812194836139214e-05,0.002857142857142857,0.000546448087431694,0.0,0.0
241,"Engineering, Industrial",12,0,0,7,0,3,0,2,0.0,0.0,0.0002734268192648725,0.0,0.0003278688524590164,0.0,0.0008631851532153647
242,Emergency Medicine,109,0,0,5,3,100,0,1,0.0,0.0,0.00019530487090348034,0.002857142857142857,0.01092896174863388,0.0,0.00043159257660768235
243,"Psychology, Mathematical",6,0,0,4,0,0,0,2,0.0,0.0,0.00015624389672278427,0.0,0.0,0.0,0.0008631851532153647
244,"Dentistry, Oral Surgery & Medicine",58,0,0,11,1,45,0,1,0.0,0.0,0.00042967071598765675,0.0009523809523809524,0.004918032786885246,0.0,0.00043159257660768235
245,"Materials Science, Composites",2,0,0,1,0,1,0,0,0.0,0.0,3.906097418069607e-05,0.0,0.0001092896174863388,0.0,0.0
246,Dance,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00043159257660768235
